date,return_transaction_id,user_id,sku,product_name,size,colour,parent_order_number,region
2024-11-15,RET00000546,USER002359,LM-CLO-003,Cleansing Body Cloths,200ml,Unscented,TXN00003265,NA
2024-11-16,RET00000051,USER000233,LM-ROL-012,Aromatherapy Roller,50ml,Lavender Calm,TXN00000308,NA
2024-11-16,RET00000372,USER001572,LM-KIT-009,PMS Comfort Kit,100ml,Rose Comfort,TXN00002153,EU
2024-11-16,RET00000431,USER001836,LM-JRN-011,Movement Journal,100ml,Eucalyptus Fresh,TXN00002509,NA
2024-11-17,RET00000142,USER000628,LM-WSH-007,Adaptogen Body Wash,Travel Size,Rose Comfort,TXN00000861,EU
2024-11-17,RET00000147,USER000639,LM-SPF-002,SPF 50 Face Stick,Travel Size,Citrus Energy,TXN00000877,EU
2024-11-17,RET00000460,USER001958,LM-DEO-001,Clean Deodorant Stick,Travel Size,Rose Comfort,TXN00002684,EU
2024-11-18,RET00000026,USER000138,LM-DEO-001,Clean Deodorant Stick,100ml,Citrus Energy,TXN00000184,NA
2024-11-18,RET00000056,USER000254,LM-SPF-002,SPF 50 Face Stick,100ml,Eucalyptus Fresh,TXN00000339,NA
2024-11-18,RET00000383,USER001611,LM-KIT-009,PMS Comfort Kit,100ml,Eucalyptus Fresh,TXN00002203,EU
2024-11-19,RET00000132,USER000585,LM-ROL-012,Aromatherapy Roller,Standard,Eucalyptus Fresh,TXN00000802,NA
2024-11-19,RET00000163,USER000698,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Unscented,TXN00000956,EU
2024-11-19,RET00000237,USER001014,LM-SOK-006,Muscle Soak Salts,200ml,Lavender Calm,TXN00001383,EU
2024-11-19,RET00000401,USER001711,LM-SOK-006,Muscle Soak Salts,50ml,Citrus Energy,TXN00002331,NA
2024-11-20,RET00000544,USER002338,LM-DEO-001,Clean Deodorant Stick,Standard,Rose Comfort,TXN00003238,NA
2024-11-21,RET00000004,USER000014,LM-CAN-010,Ritual Grounding Candle,Standard,Lavender Calm,TXN00000025,NA
2024-11-21,RET00000113,USER000509,LM-WSH-007,Adaptogen Body Wash,100ml,Lavender Calm,TXN00000692,EU
2024-11-21,RET00000368,USER001562,LM-DEO-001,Clean Deodorant Stick,50ml,Lavender Calm,TXN00002139,NA
2024-11-21,RET00000380,USER001600,LM-ROL-012,Aromatherapy Roller,50ml,Citrus Energy,TXN00002187,EU
2024-11-22,RET00000148,USER000640,LM-JRN-011,Movement Journal,200ml,Eucalyptus Fresh,TXN00000879,EU
2024-11-22,RET00000207,USER000879,LM-WSH-007,Adaptogen Body Wash,50ml,Unscented,TXN00001203,NA
2024-11-22,RET00000430,USER001828,LM-MST-005,Cooling Mist Spray,100ml,Citrus Energy,TXN00002497,NA
2024-11-23,RET00000096,USER000431,LM-MST-005,Cooling Mist Spray,50ml,Rose Comfort,TXN00000578,NA
2024-11-23,RET00000112,USER000506,LM-SPF-002,SPF 50 Face Stick,Travel Size,Rose Comfort,TXN00000688,EU
2024-11-23,RET00000115,USER000514,LM-ROL-012,Aromatherapy Roller,100ml,Unscented,TXN00000701,EU
2024-11-23,RET00000166,USER000704,LM-OIL-008,Warming Body Oil,Standard,Lavender Calm,TXN00000966,NA
2024-11-23,RET00000263,USER001116,LM-CLO-003,Cleansing Body Cloths,Standard,Unscented,TXN00001531,EU
2024-11-24,RET00000158,USER000671,LM-MAG-004,Magnesium Recovery Balm,Standard,Citrus Energy,TXN00000924,EU
2024-11-24,RET00000493,USER002119,LM-SPF-002,SPF 50 Face Stick,100ml,Unscented,TXN00002927,EU
2024-11-24,RET00000545,USER002348,LM-CLO-003,Cleansing Body Cloths,200ml,Eucalyptus Fresh,TXN00003250,EU
2024-11-25,RET00000007,USER000028,LM-KIT-009,PMS Comfort Kit,50ml,Eucalyptus Fresh,TXN00000043,EU
2024-11-25,RET00000516,USER002213,LM-SPF-002,SPF 50 Face Stick,Travel Size,Unscented,TXN00003057,NA
2024-11-25,RET00000550,USER002386,LM-CLO-003,Cleansing Body Cloths,Standard,Lavender Calm,TXN00003307,NA
2024-11-26,RET00000039,USER000206,LM-DEO-001,Clean Deodorant Stick,100ml,Unscented,TXN00000274,NA
2024-11-26,RET00000114,USER000513,LM-ROL-012,Aromatherapy Roller,50ml,Lavender Calm,TXN00000699,EU
2024-11-26,RET00000169,USER000715,LM-DEO-001,Clean Deodorant Stick,100ml,Citrus Energy,TXN00000980,EU
2024-11-26,RET00000359,USER001527,LM-JRN-011,Movement Journal,50ml,Citrus Energy,TXN00002087,EU
2024-11-26,RET00000483,USER002059,LM-SOK-006,Muscle Soak Salts,100ml,Citrus Energy,TXN00002840,NA
2024-11-27,RET00000081,USER000369,LM-WSH-007,Adaptogen Body Wash,Standard,Citrus Energy,TXN00000494,EU
2024-11-27,RET00000099,USER000442,LM-DEO-001,Clean Deodorant Stick,Standard,Eucalyptus Fresh,TXN00000598,NA
2024-11-27,RET00000317,USER001343,LM-MST-005,Cooling Mist Spray,200ml,Rose Comfort,TXN00001832,EU
2024-11-27,RET00000378,USER001595,LM-KIT-009,PMS Comfort Kit,50ml,Rose Comfort,TXN00002182,NA
2024-11-28,RET00000123,USER000544,LM-SPF-002,SPF 50 Face Stick,100ml,Unscented,TXN00000745,EU
2024-11-28,RET00000276,USER001178,LM-MST-005,Cooling Mist Spray,200ml,Rose Comfort,TXN00001616,EU
2024-11-28,RET00000360,USER001530,LM-JRN-011,Movement Journal,200ml,Unscented,TXN00002091,NA
2024-11-28,RET00000466,USER001983,LM-CLO-003,Cleansing Body Cloths,50ml,Unscented,TXN00002721,EU
2024-11-29,RET00000462,USER001972,LM-DEO-001,Clean Deodorant Stick,200ml,Citrus Energy,TXN00002703,NA
2024-11-29,RET00000487,USER002084,LM-ROL-012,Aromatherapy Roller,Travel Size,Unscented,TXN00002882,EU
2024-11-29,RET00000506,USER002189,LM-MAG-004,Magnesium Recovery Balm,50ml,Unscented,TXN00003024,NA
2024-11-30,RET00000190,USER000791,LM-MAG-004,Magnesium Recovery Balm,50ml,Citrus Energy,TXN00001082,NA
2024-11-30,RET00000215,USER000940,LM-ROL-012,Aromatherapy Roller,Travel Size,Unscented,TXN00001283,EU
2024-11-30,RET00000295,USER001267,LM-CAN-010,Ritual Grounding Candle,100ml,Citrus Energy,TXN00001730,EU
2024-12-01,RET00000049,USER000224,LM-CLO-003,Cleansing Body Cloths,50ml,Eucalyptus Fresh,TXN00000298,NA
2024-12-01,RET00000097,USER000437,LM-SOK-006,Muscle Soak Salts,50ml,Rose Comfort,TXN00000589,EU
2024-12-01,RET00000118,USER000527,LM-SOK-006,Muscle Soak Salts,100ml,Rose Comfort,TXN00000718,NA
2024-12-01,RET00000357,USER001525,LM-SOK-006,Muscle Soak Salts,Standard,Rose Comfort,TXN00002084,NA
2024-12-01,RET00000537,USER002307,LM-DEO-001,Clean Deodorant Stick,200ml,Eucalyptus Fresh,TXN00003193,NA
2024-12-01,RET00000571,USER002486,LM-SOK-006,Muscle Soak Salts,Standard,Unscented,TXN00003441,NA
2024-12-02,RET00000165,USER000704,LM-CAN-010,Ritual Grounding Candle,50ml,Lavender Calm,TXN00000964,NA
2024-12-02,RET00000407,USER001732,LM-SPF-002,SPF 50 Face Stick,Travel Size,Eucalyptus Fresh,TXN00002359,NA
2024-12-03,RET00000029,USER000154,LM-SPF-002,SPF 50 Face Stick,200ml,Rose Comfort,TXN00000203,EU
2024-12-03,RET00000109,USER000493,LM-MST-005,Cooling Mist Spray,Standard,Citrus Energy,TXN00000671,EU
2024-12-03,RET00000152,USER000653,LM-ROL-012,Aromatherapy Roller,Standard,Citrus Energy,TXN00000899,EU
2024-12-03,RET00000398,USER001681,LM-CAN-010,Ritual Grounding Candle,100ml,Lavender Calm,TXN00002294,EU
2024-12-03,RET00000557,USER002437,LM-ROL-012,Aromatherapy Roller,Travel Size,Rose Comfort,TXN00003376,NA
2024-12-04,RET00000022,USER000113,LM-MAG-004,Magnesium Recovery Balm,50ml,Eucalyptus Fresh,TXN00000152,NA
2024-12-04,RET00000160,USER000677,LM-CAN-010,Ritual Grounding Candle,100ml,Rose Comfort,TXN00000932,EU
2024-12-04,RET00000381,USER001601,LM-WSH-007,Adaptogen Body Wash,100ml,Rose Comfort,TXN00002189,EU
2024-12-04,RET00000388,USER001645,LM-MST-005,Cooling Mist Spray,100ml,Rose Comfort,TXN00002247,EU
2024-12-04,RET00000475,USER002024,LM-CAN-010,Ritual Grounding Candle,200ml,Lavender Calm,TXN00002784,EU
2024-12-05,RET00000145,USER000632,LM-ROL-012,Aromatherapy Roller,Travel Size,Unscented,TXN00000868,NA
2024-12-05,RET00000188,USER000786,LM-DEO-001,Clean Deodorant Stick,Standard,Citrus Energy,TXN00001076,EU
2024-12-05,RET00000246,USER001062,LM-CLO-003,Cleansing Body Cloths,Travel Size,Eucalyptus Fresh,TXN00001457,EU
2024-12-05,RET00000457,USER001948,LM-KIT-009,PMS Comfort Kit,200ml,Citrus Energy,TXN00002669,EU
2024-12-05,RET00000510,USER002201,LM-SPF-002,SPF 50 Face Stick,50ml,Lavender Calm,TXN00003037,NA
2024-12-06,RET00000417,USER001769,LM-ROL-012,Aromatherapy Roller,50ml,Rose Comfort,TXN00002414,EU
2024-12-06,RET00000429,USER001824,LM-OIL-008,Warming Body Oil,Travel Size,Citrus Energy,TXN00002493,NA
2024-12-06,RET00000456,USER001947,LM-ROL-012,Aromatherapy Roller,200ml,Rose Comfort,TXN00002666,EU
2024-12-07,RET00000452,USER001937,LM-CAN-010,Ritual Grounding Candle,Standard,Eucalyptus Fresh,TXN00002651,EU
2024-12-07,RET00000530,USER002270,LM-SPF-002,SPF 50 Face Stick,50ml,Lavender Calm,TXN00003138,NA
2024-12-07,RET00000538,USER002308,LM-ROL-012,Aromatherapy Roller,100ml,Rose Comfort,TXN00003196,EU
2024-12-08,RET00000161,USER000690,LM-ROL-012,Aromatherapy Roller,Standard,Rose Comfort,TXN00000947,EU
2024-12-08,RET00000335,USER001421,LM-JRN-011,Movement Journal,100ml,Eucalyptus Fresh,TXN00001943,NA
2024-12-08,RET00000373,USER001574,LM-DEO-001,Clean Deodorant Stick,100ml,Lavender Calm,TXN00002155,NA
2024-12-08,RET00000421,USER001793,LM-OIL-008,Warming Body Oil,50ml,Eucalyptus Fresh,TXN00002448,NA
2024-12-08,RET00000461,USER001960,LM-JRN-011,Movement Journal,Travel Size,Eucalyptus Fresh,TXN00002688,NA
2024-12-09,RET00000013,USER000067,LM-MAG-004,Magnesium Recovery Balm,Standard,Eucalyptus Fresh,TXN00000092,EU
2024-12-09,RET00000500,USER002145,LM-KIT-009,PMS Comfort Kit,50ml,Citrus Energy,TXN00002966,EU
2024-12-09,RET00000548,USER002369,LM-MST-005,Cooling Mist Spray,200ml,Rose Comfort,TXN00003282,EU
2024-12-10,RET00000066,USER000288,LM-JRN-011,Movement Journal,100ml,Eucalyptus Fresh,TXN00000387,EU
2024-12-10,RET00000331,USER001396,LM-CLO-003,Cleansing Body Cloths,Standard,Eucalyptus Fresh,TXN00001905,NA
2024-12-11,RET00000034,USER000174,LM-OIL-008,Warming Body Oil,50ml,Lavender Calm,TXN00000232,EU
2024-12-11,RET00000171,USER000721,LM-CAN-010,Ritual Grounding Candle,50ml,Citrus Energy,TXN00000987,EU
2024-12-11,RET00000352,USER001504,LM-SPF-002,SPF 50 Face Stick,50ml,Lavender Calm,TXN00002057,EU
2024-12-12,RET00000228,USER000982,LM-DEO-001,Clean Deodorant Stick,200ml,Unscented,TXN00001341,NA
2024-12-12,RET00000305,USER001302,LM-CLO-003,Cleansing Body Cloths,Standard,Citrus Energy,TXN00001776,EU
2024-12-12,RET00000392,USER001658,LM-MST-005,Cooling Mist Spray,Standard,Unscented,TXN00002268,EU
2024-12-12,RET00000512,USER002202,LM-CAN-010,Ritual Grounding Candle,200ml,Lavender Calm,TXN00003040,NA
2024-12-13,RET00000035,USER000174,LM-MAG-004,Magnesium Recovery Balm,50ml,Lavender Calm,TXN00000234,EU
2024-12-13,RET00000261,USER001108,LM-MAG-004,Magnesium Recovery Balm,50ml,Eucalyptus Fresh,TXN00001519,NA
2024-12-14,RET00000040,USER000209,LM-SPF-002,SPF 50 Face Stick,50ml,Lavender Calm,TXN00000277,NA
2024-12-14,RET00000098,USER000440,LM-OIL-008,Warming Body Oil,100ml,Rose Comfort,TXN00000595,EU
2024-12-14,RET00000238,USER001022,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Rose Comfort,TXN00001396,EU
2024-12-14,RET00000319,USER001346,LM-SPF-002,SPF 50 Face Stick,50ml,Unscented,TXN00001836,NA
2024-12-14,RET00000325,USER001377,LM-JRN-011,Movement Journal,Travel Size,Unscented,TXN00001879,EU
2024-12-15,RET00000011,USER000063,LM-ROL-012,Aromatherapy Roller,Travel Size,Lavender Calm,TXN00000083,EU
2024-12-15,RET00000046,USER000219,LM-CAN-010,Ritual Grounding Candle,50ml,Eucalyptus Fresh,TXN00000290,NA
2024-12-15,RET00000556,USER002426,LM-CAN-010,Ritual Grounding Candle,Travel Size,Lavender Calm,TXN00003360,EU
2024-12-15,RET00000558,USER002439,LM-KIT-009,PMS Comfort Kit,100ml,Eucalyptus Fresh,TXN00003380,EU
2024-12-16,RET00000020,USER000110,LM-SPF-002,SPF 50 Face Stick,Travel Size,Lavender Calm,TXN00000148,NA
2024-12-16,RET00000032,USER000165,LM-KIT-009,PMS Comfort Kit,100ml,Rose Comfort,TXN00000219,EU
2024-12-16,RET00000254,USER001089,LM-KIT-009,PMS Comfort Kit,200ml,Unscented,TXN00001492,EU
2024-12-16,RET00000301,USER001295,LM-KIT-009,PMS Comfort Kit,Travel Size,Unscented,TXN00001767,EU
2024-12-16,RET00000450,USER001927,LM-CLO-003,Cleansing Body Cloths,200ml,Eucalyptus Fresh,TXN00002638,EU
2024-12-16,RET00000465,USER001980,LM-MST-005,Cooling Mist Spray,100ml,Unscented,TXN00002715,NA
2024-12-16,RET00000523,USER002245,LM-JRN-011,Movement Journal,100ml,Lavender Calm,TXN00003102,EU
2024-12-17,RET00000005,USER000022,LM-WSH-007,Adaptogen Body Wash,50ml,Rose Comfort,TXN00000033,EU
2024-12-17,RET00000090,USER000408,LM-CAN-010,Ritual Grounding Candle,100ml,Eucalyptus Fresh,TXN00000548,EU
2024-12-17,RET00000168,USER000714,LM-CLO-003,Cleansing Body Cloths,Standard,Eucalyptus Fresh,TXN00000978,EU
2024-12-17,RET00000415,USER001759,LM-MST-005,Cooling Mist Spray,50ml,Citrus Energy,TXN00002401,EU
2024-12-17,RET00000453,USER001938,LM-SOK-006,Muscle Soak Salts,Standard,Unscented,TXN00002654,NA
2024-12-18,RET00000286,USER001218,LM-KIT-009,PMS Comfort Kit,50ml,Rose Comfort,TXN00001672,NA
2024-12-18,RET00000441,USER001877,LM-KIT-009,PMS Comfort Kit,200ml,Rose Comfort,TXN00002573,NA
2024-12-18,RET00000497,USER002127,LM-CAN-010,Ritual Grounding Candle,200ml,Unscented,TXN00002939,EU
2024-12-19,RET00000236,USER001002,LM-SPF-002,SPF 50 Face Stick,100ml,Lavender Calm,TXN00001369,EU
2024-12-19,RET00000306,USER001305,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Lavender Calm,TXN00001779,EU
2024-12-19,RET00000394,USER001660,LM-JRN-011,Movement Journal,Standard,Rose Comfort,TXN00002271,EU
2024-12-20,RET00000105,USER000468,LM-CLO-003,Cleansing Body Cloths,50ml,Unscented,TXN00000638,EU
2024-12-20,RET00000214,USER000932,LM-WSH-007,Adaptogen Body Wash,50ml,Rose Comfort,TXN00001272,EU
2024-12-20,RET00000245,USER001059,LM-MST-005,Cooling Mist Spray,50ml,Citrus Energy,TXN00001450,EU
2024-12-20,RET00000329,USER001389,LM-OIL-008,Warming Body Oil,Travel Size,Eucalyptus Fresh,TXN00001896,NA
2024-12-20,RET00000539,USER002311,LM-OIL-008,Warming Body Oil,Travel Size,Rose Comfort,TXN00003199,EU
2024-12-20,RET00000570,USER002485,LM-DEO-001,Clean Deodorant Stick,100ml,Lavender Calm,TXN00003438,EU
2024-12-21,RET00000274,USER001173,LM-MST-005,Cooling Mist Spray,Standard,Unscented,TXN00001609,EU
2024-12-21,RET00000503,USER002161,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Citrus Energy,TXN00002987,EU
2024-12-21,RET00000517,USER002216,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Unscented,TXN00003061,EU
2024-12-22,RET00000141,USER000612,LM-OIL-008,Warming Body Oil,Standard,Unscented,TXN00000841,NA
2024-12-22,RET00000179,USER000757,LM-ROL-012,Aromatherapy Roller,Travel Size,Citrus Energy,TXN00001034,EU
2024-12-22,RET00000256,USER001097,LM-MST-005,Cooling Mist Spray,Travel Size,Citrus Energy,TXN00001502,NA
2024-12-22,RET00000312,USER001326,LM-ROL-012,Aromatherapy Roller,Travel Size,Rose Comfort,TXN00001807,EU
2024-12-22,RET00000362,USER001534,LM-JRN-011,Movement Journal,100ml,Eucalyptus Fresh,TXN00002096,NA
2024-12-22,RET00000519,USER002229,LM-ROL-012,Aromatherapy Roller,50ml,Lavender Calm,TXN00003078,NA
2024-12-23,RET00000014,USER000080,LM-SPF-002,SPF 50 Face Stick,50ml,Lavender Calm,TXN00000107,NA
2024-12-23,RET00000138,USER000602,LM-JRN-011,Movement Journal,Standard,Lavender Calm,TXN00000830,NA
2024-12-23,RET00000219,USER000949,LM-CLO-003,Cleansing Body Cloths,50ml,Unscented,TXN00001297,EU
2024-12-23,RET00000233,USER000997,LM-OIL-008,Warming Body Oil,200ml,Citrus Energy,TXN00001362,EU
2024-12-23,RET00000313,USER001328,LM-MST-005,Cooling Mist Spray,200ml,Eucalyptus Fresh,TXN00001809,NA
2024-12-23,RET00000478,USER002034,LM-OIL-008,Warming Body Oil,Standard,Citrus Energy,TXN00002803,EU
2024-12-24,RET00000192,USER000797,LM-CLO-003,Cleansing Body Cloths,50ml,Unscented,TXN00001093,EU
2024-12-24,RET00000265,USER001120,LM-MST-005,Cooling Mist Spray,50ml,Lavender Calm,TXN00001536,EU
2024-12-24,RET00000328,USER001386,LM-MAG-004,Magnesium Recovery Balm,Standard,Rose Comfort,TXN00001893,NA
2024-12-24,RET00000518,USER002225,LM-CLO-003,Cleansing Body Cloths,Standard,Unscented,TXN00003072,NA
2024-12-25,RET00000102,USER000455,LM-SOK-006,Muscle Soak Salts,200ml,Unscented,TXN00000618,EU
2024-12-26,RET00000095,USER000428,LM-DEO-001,Clean Deodorant Stick,100ml,Eucalyptus Fresh,TXN00000574,EU
2024-12-26,RET00000390,USER001650,LM-SOK-006,Muscle Soak Salts,100ml,Lavender Calm,TXN00002256,NA
2024-12-26,RET00000440,USER001876,LM-MAG-004,Magnesium Recovery Balm,Travel Size,Citrus Energy,TXN00002572,EU
2024-12-27,RET00000232,USER000989,LM-MAG-004,Magnesium Recovery Balm,Standard,Rose Comfort,TXN00001352,NA
2024-12-27,RET00000250,USER001070,LM-CAN-010,Ritual Grounding Candle,Travel Size,Citrus Energy,TXN00001469,EU
2024-12-27,RET00000495,USER002122,LM-ROL-012,Aromatherapy Roller,Standard,Unscented,TXN00002932,EU
2024-12-28,RET00000024,USER000133,LM-CAN-010,Ritual Grounding Candle,50ml,Unscented,TXN00000176,NA
2024-12-28,RET00000410,USER001748,LM-CLO-003,Cleansing Body Cloths,200ml,Rose Comfort,TXN00002382,EU
2024-12-29,RET00000127,USER000561,LM-OIL-008,Warming Body Oil,200ml,Rose Comfort,TXN00000770,EU
2024-12-29,RET00000197,USER000820,LM-DEO-001,Clean Deodorant Stick,100ml,Eucalyptus Fresh,TXN00001123,NA
2024-12-29,RET00000199,USER000835,LM-MST-005,Cooling Mist Spray,100ml,Lavender Calm,TXN00001142,NA
2024-12-29,RET00000279,USER001197,LM-KIT-009,PMS Comfort Kit,200ml,Unscented,TXN00001639,EU
2024-12-29,RET00000470,USER001999,LM-OIL-008,Warming Body Oil,100ml,Rose Comfort,TXN00002746,EU
2024-12-29,RET00000565,USER002473,LM-JRN-011,Movement Journal,50ml,Citrus Energy,TXN00003420,NA
2024-12-30,RET00000092,USER000412,LM-SOK-006,Muscle Soak Salts,Standard,Lavender Calm,TXN00000553,NA
2024-12-30,RET00000318,USER001345,LM-SPF-002,SPF 50 Face Stick,200ml,Eucalyptus Fresh,TXN00001834,NA
2024-12-30,RET00000504,USER002175,LM-SPF-002,SPF 50 Face Stick,Standard,Rose Comfort,TXN00003005,NA
2024-12-30,RET00000554,USER002421,LM-WSH-007,Adaptogen Body Wash,50ml,Rose Comfort,TXN00003353,NA
2024-12-31,RET00000008,USER000034,LM-SOK-006,Muscle Soak Salts,100ml,Rose Comfort,TXN00000051,NA
2024-12-31,RET00000227,USER000980,LM-KIT-009,PMS Comfort Kit,200ml,Rose Comfort,TXN00001339,NA
2024-12-31,RET00000491,USER002103,LM-SPF-002,SPF 50 Face Stick,Travel Size,Lavender Calm,TXN00002906,NA
2024-12-31,RET00000547,USER002361,LM-SPF-002,SPF 50 Face Stick,200ml,Lavender Calm,TXN00003268,NA
2024-12-31,RET00000572,USER002491,LM-KIT-009,PMS Comfort Kit,Travel Size,Eucalyptus Fresh,TXN00003446,EU
2025-01-01,RET00000133,USER000587,LM-ROL-012,Aromatherapy Roller,200ml,Rose Comfort,TXN00000805,NA
2025-01-01,RET00000134,USER000588,LM-DEO-001,Clean Deodorant Stick,200ml,Rose Comfort,TXN00000806,EU
2025-01-01,RET00000150,USER000651,LM-WSH-007,Adaptogen Body Wash,50ml,Lavender Calm,TXN00000896,NA
2025-01-01,RET00000222,USER000958,LM-CLO-003,Cleansing Body Cloths,Standard,Lavender Calm,TXN00001310,NA
2025-01-01,RET00000473,USER002011,LM-DEO-001,Clean Deodorant Stick,50ml,Citrus Energy,TXN00002763,NA
2025-01-02,RET00000001,USER000003,LM-DEO-001,Clean Deodorant Stick,Travel Size,Lavender Calm,TXN00000005,EU
2025-01-02,RET00000282,USER001206,LM-ROL-012,Aromatherapy Roller,Travel Size,Rose Comfort,TXN00001652,NA
2025-01-02,RET00000385,USER001634,LM-JRN-011,Movement Journal,50ml,Eucalyptus Fresh,TXN00002233,EU
2025-01-03,RET00000419,USER001789,LM-MST-005,Cooling Mist Spray,200ml,Unscented,TXN00002444,EU
2025-01-03,RET00000467,USER001984,LM-JRN-011,Movement Journal,200ml,Rose Comfort,TXN00002722,NA
2025-01-04,RET00000426,USER001807,LM-MAG-004,Magnesium Recovery Balm,50ml,Citrus Energy,TXN00002467,EU
2025-01-04,RET00000479,USER002037,LM-WSH-007,Adaptogen Body Wash,Standard,Citrus Energy,TXN00002808,NA
2025-01-05,RET00000439,USER001873,LM-ROL-012,Aromatherapy Roller,50ml,Unscented,TXN00002568,NA
